date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:58:10	46283/46283	---M--	200	added ('OK')	image/png	etag:CJ2j8uvM7/8CEAE=	https://images.squarespace-cdn.com/content/v1/64a130c2b8417224febaedf0/1ab36b78-d266-4908-92c8-1482a19c0fac/cover+(1).png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/images.squarespace-cdn.com/content/v1/64a130c2b8417224febaedf0/1ab36b78-d266-4908-92c8-1482a19c0fac/cover+(1).png	(from https://www.zoomer.money/)
15:58:11	787327/787327	---M-Z	200	added ('OK')	text/javascript	etag:%22fbbb2d603d018a1d3be11c4d34fac1ba%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-ff4830a557b5d9256c243-min.en-US.js	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/scripts-compressed/common-vendors-ff4830a557b5d9256c243-min.en-US.js	(from https://www.zoomer.money/)
15:58:22	67116/67116	---M--	200	added ('OK')	image/jpeg	etag:CPPm1v2f8P8CEAE=	https://images.squarespace-cdn.com/content/v1/64a130c2b8417224febaedf0/49053ba0-ca67-4bab-96d6-e47e9fbec74b/ea8.jpg	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/images.squarespace-cdn.com/content/v1/64a130c2b8417224febaedf0/49053ba0-ca67-4bab-96d6-e47e9fbec74b/ea8.jpg	(from https://www.zoomer.money/)
15:58:54	300521/300521	---M--	200	added ('OK')	image/jpeg	etag:CMn1lc7O7/8CEAE=	https://images.squarespace-cdn.com/content/v1/64a130c2b8417224febaedf0/e9e3e6cb-91c3-44e4-9dff-8f262e8e6f30/zoomer-musk-kanye+copy.jpg	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/images.squarespace-cdn.com/content/v1/64a130c2b8417224febaedf0/e9e3e6cb-91c3-44e4-9dff-8f262e8e6f30/zoomer-musk-kanye+copy.jpg	(from https://www.zoomer.money/)
15:59:01	427527/427527	---M--	200	added ('OK')	image/png	etag:CLmkwoue8P8CEAE=	https://images.squarespace-cdn.com/content/v1/64a130c2b8417224febaedf0/c70d84ef-937c-4238-9887-b0d2e8799c2f/zoomer.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/images.squarespace-cdn.com/content/v1/64a130c2b8417224febaedf0/c70d84ef-937c-4238-9887-b0d2e8799c2f/zoomer.png	(from https://www.zoomer.money/)
15:59:17	3057043/3057043	---M-Z	200	added ('OK')	text/javascript	etag:%2209574eb307b66bca98fc4c07c7d63fe6%22	http://assets.squarespace.com/universal/scripts-compressed/common-2b71885706aed5e1e58bc-min.en-US.js	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/scripts-compressed/common-2b71885706aed5e1e58bc-min.en-US.js	(from https://www.zoomer.money/)
15:59:18	63355/63355	---M--	200	added ('OK')	image/jpeg	etag:CJ386bvP7/8CEAE=	https://images.squarespace-cdn.com/content/v1/64a130c2b8417224febaedf0/65341320-0fc9-472b-9693-c8731242fef3/2023-07-02+10.37.10.jpg	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/images.squarespace-cdn.com/content/v1/64a130c2b8417224febaedf0/65341320-0fc9-472b-9693-c8731242fef3/2023-07-02+10.37.10.jpg	(from https://www.zoomer.money/)
15:59:18	527365/527365	---M--	200	added ('OK')	image/gif	etag:CNi+sv7O7/8CEAE=	https://images.squarespace-cdn.com/content/v1/64a130c2b8417224febaedf0/167f7626-8a94-402d-9cd8-8d7c99bbc4a9/zoomer.gif	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/images.squarespace-cdn.com/content/v1/64a130c2b8417224febaedf0/167f7626-8a94-402d-9cd8-8d7c99bbc4a9/zoomer.gif	(from https://www.zoomer.money/)
15:59:19	116082/116082	---M--	200	added ('OK')	image/jpeg	etag:CKfUtKqg8P8CEAE=	https://images.squarespace-cdn.com/content/v1/64a130c2b8417224febaedf0/fe1246df-1f30-4788-9500-4138ee01c227/Fz7zvU7XgAAVvXu.jpeg	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/images.squarespace-cdn.com/content/v1/64a130c2b8417224febaedf0/fe1246df-1f30-4788-9500-4138ee01c227/Fz7zvU7XgAAVvXu.jpg	(from https://www.zoomer.money/)
15:59:19	1657489/1657489	---M--	200	added ('OK')	image/png	etag:CKPvtcn89f8CEAE=	https://images.squarespace-cdn.com/content/v1/64a130c2b8417224febaedf0/e2ab305f-95ed-4051-8a14-130b85afab6d/Untitled-3.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/images.squarespace-cdn.com/content/v1/64a130c2b8417224febaedf0/e2ab305f-95ed-4051-8a14-130b85afab6d/Untitled-3.png	(from https://www.zoomer.money/)
15:59:19	175417/175417	---M--	200	added ('OK')	image/gif	etag:CKvTm87W7/8CEAE=	https://images.squarespace-cdn.com/content/v1/64a130c2b8417224febaedf0/c17a6585-025e-4acc-a4f8-79bd45f2b14c/signal-2023-07-02-110803_003.gif	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/images.squarespace-cdn.com/content/v1/64a130c2b8417224febaedf0/c17a6585-025e-4acc-a4f8-79bd45f2b14c/signal-2023-07-02-110803_003.gif	(from https://www.zoomer.money/)
15:59:22	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:22	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:22	179264/179264	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Jul%202023%2008:59:22%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.40fe51cbc0801a8cf773ed265550da30.js	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.40fe51cbc0801a8cf773ed265550da30.js	(from https://www.zoomer.money/)
15:59:22	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:22	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:24	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:24	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:24	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:24	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:25	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:25	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:25	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:25	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:25	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:26	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:26	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:26	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:26	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2029%20Jun%205948%2000:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:27	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:27	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2029%20Jun%205948%2000:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.29.delayed	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:28	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:28	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2029%20Jun%205948%2000:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:28	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:29	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2029%20Jun%205948%2000:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:29	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:29	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2029%20Jun%205948%2000:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:29	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:30	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:30	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:30	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/64a130c2b8417224febaedf0/3/5c5a519771c10ba3470d8101/64a130c2b8417224febaee0c/1403/site.css)
15:59:31	46361/46361	---M-Z	200	added ('OK')	text/javascript	etag:%22318d23ae055b8a8b6501a94ef8bdd25c%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-4fd8b6b2b84abf2f7f7c0-min.en-US.js	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-4fd8b6b2b84abf2f7f7c0-min.en-US.js	(from https://www.zoomer.money/cart)
15:59:57	787704/787704	---M-Z	200	added ('OK')	text/javascript	etag:%222173ccf2fa7286f0401e86dc1ed23f86%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-ca998c7dbdb66b29ad427-min.en-US.js	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/scripts-compressed/common-vendors-ca998c7dbdb66b29ad427-min.en-US.js	(from https://www.zoomer.money/cart)
16:00:46	3057043/3057043	---M-Z	200	added ('OK')	text/javascript	etag:%22ec63e4410637e8286ea2e7e067f37228%22	http://assets.squarespace.com/universal/scripts-compressed/common-12be73c4f9eb403b16222-min.en-US.js	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/scripts-compressed/common-12be73c4f9eb403b16222-min.en-US.js	(from https://www.zoomer.money/cart)
16:01:15	5657254/5657254	---M-Z	200	added ('OK')	text/javascript	etag:%228bfba4167740f63304c5168f787f97a7%22	http://assets.squarespace.com/universal/scripts-compressed/commerce-checkout-91a8e7b200c0c9b100260-min.en-US.js	D:/ToolKits/CloneWebsite/Cloned/www.zoomer.money/assets.squarespace.com/universal/scripts-compressed/commerce-checkout-91a8e7b200c0c9b100260-min.en-US.js	(from https://www.zoomer.money/cart)
